gt_x,gt_y,gt_psi,gt_v,f_x,f_y,f_psi,f_v,e_x,e_y,e_psi,e_v
68.3065,68.3065,0.785398,2,68.2653,68.7616,0.783527,2.53111,0.0412542,-0.455058,0.00187112,-0.531111
68.4479,68.4479,0.785398,2,67.9541,68.4113,0.783673,2.11427,0.493845,0.0366177,0.00172532,-0.114271
68.5894,68.5894,0.785398,2,68.5423,68.5049,0.783877,2.23635,0.0470975,0.0844308,0.00152098,-0.236346
68.7308,68.7308,0.785398,2,69.0424,68.7578,0.784072,2.49273,-0.311666,-0.0269825,0.00132642,-0.492729
68.8722,68.8722,0.785398,2,69.3135,68.8694,0.784105,2.4299,-0.441302,0.00279381,0.00129269,-0.429899
69.0136,69.0136,0.785398,2,69.623,68.6242,0.783999,2.27557,-0.609346,0.389388,0.00139956,-0.275569
69.155,69.155,0.785398,2,69.59,69.0672,0.783973,2.1138,-0.434967,0.0878344,0.00142492,-0.113796
69.2965,69.2965,0.785398,2,69.3497,69.4067,0.784207,1.92666,-0.0532063,-0.110258,0.00119158,0.0733395
69.4379,69.4379,0.785398,2,69.8969,69.1228,0.784238,1.9653,-0.459064,0.315053,0.00115996,0.0346998
69.5793,69.5793,0.785398,2,69.4152,69.3465,0.784366,1.92577,0.164141,0.232846,0.0010321,0.0742293
69.7207,69.7207,0.785398,2,69.8851,69.5746,0.78425,2.23745,-0.16438,0.146175,0.00114803,-0.237448
69.8621,69.8621,0.785398,2,70.1056,70.2013,0.784338,2.34646,-0.243421,-0.339161,0.00105971,-0.346459
70.0036,70.0036,0.785398,2,69.9827,69.7856,0.784354,2.31802,0.0208649,0.217975,0.0010446,-0.318025
70.145,70.145,0.785398,2,69.8393,70.0821,0.784267,2.36927,0.305704,0.0629255,0.00113131,-0.369275
70.2864,70.2864,0.785398,2,70.083,70.2657,0.784166,2.45512,0.203463,0.0207088,0.00123201,-0.455119
70.4278,70.4278,0.785398,2,70.609,70.452,0.784284,2.56798,-0.181128,-0.0241375,0.00111465,-0.567985
70.5693,70.5693,0.785398,2,70.5216,70.8097,0.784344,2.67296,0.0476669,-0.240448,0.00105378,-0.672962
70.7107,70.7107,0.785398,2,70.982,70.853,0.784352,2.77698,-0.271314,-0.142298,0.00104567,-0.776985
70.8521,70.8521,0.785398,2,71.288,70.5707,0.784378,2.71162,-0.435871,0.281368,0.00102064,-0.711618
70.9935,70.9935,0.785398,2,71.4934,70.6927,0.784427,2.81789,-0.499856,0.300803,0.000971407,-0.817886
71.1349,71.1349,0.785398,2,71.7427,71.084,0.784259,2.83845,-0.607795,0.0508968,0.0011388,-0.838451
71.2764,71.2764,0.785398,2,71.6425,71.4158,0.784213,2.74289,-0.366094,-0.139485,0.00118498,-0.742891
71.4178,71.4178,0.785398,2,71.6886,71.3387,0.784214,2.67386,-0.270851,0.0791063,0.0011846,-0.673857
71.5592,71.5592,0.785398,2,71.7956,71.041,0.784388,2.55244,-0.236385,0.518224,0.00101001,-0.552438
71.7006,71.7006,0.785398,2,71.2991,71.2615,0.784325,2.24932,0.401564,0.439118,0.00107285,-0.249322
71.842,71.842,0.785398,2,71.9312,71.9317,0.784597,2.47306,-0.0891336,-0.0896555,0.0008009,-0.47306
71.9835,71.9835,0.785398,2,71.9366,72.4149,0.784572,2.35853,0.0468411,-0.431394,0.000825989,-0.358534
72.1249,72.1249,0.785398,2,72.0615,72.2123,0.7845,2.15639,0.0634096,-0.087377,0.000897779,-0.156389
72.2663,72.2663,0.785398,2,72.2266,72.0529,0.784488,1.82041,0.0397256,0.21337,0.000909668,0.179587
72.4077,72.4077,0.785398,2,72.2149,71.9522,0.784294,1.62675,0.192865,0.455527,0.001104,0.373245
72.5492,72.5492,0.785398,2,72.1309,72.6606,0.784165,1.78671,0.41827,-0.111469,0.0012327,0.213294
72.6906,72.6906,0.785398,2,72.122,72.7191,0.78424,1.7309,0.568557,-0.0284875,0.0011578,0.269103
72.832,72.832,0.785398,2,72.6683,72.5799,0.784453,1.49298,0.163739,0.252139,0.000944807,0.507021
72.9734,72.9734,0.785398,2,73.018,72.5931,0.784448,1.48892,-0.0446048,0.380337,0.000950054,0.511077
73.1148,73.1148,0.785398,2,72.9892,72.9093,0.784372,1.44078,0.125665,0.205568,0.00102659,0.559222
73.2563,73.2563,0.785398,2,73.1598,73.4586,0.784199,1.5607,0.0964622,-0.202328,0.00119931,0.439299
73.3977,73.3977,0.785398,2,72.9141,73.9878,0.783914,1.64338,0.483592,-0.590151,0.001484,0.35662
73.5391,73.5391,0.785398,2,73.5466,73.6158,0.783958,1.73331,-0.00746244,-0.0766652,0.00143994,0.266689
73.6805,73.6805,0.785398,2,74.0276,74.0014,0.783883,1.94522,-0.347107,-0.320888,0.0015155,0.0547795
73.8219,73.8219,0.785398,2,74.0534,74.1769,0.784015,1.93666,-0.231494,-0.354968,0.00138277,0.0633377
73.9634,73.9634,0.785398,2,74.2212,74.2132,0.784129,2.0082,-0.257842,-0.249823,0.00126909,-0.00819506
74.1048,74.1048,0.785398,2,74.0856,74.0495,0.784188,1.96415,0.0191599,0.0553166,0.00121061,0.0358467
74.2462,74.2462,0.785398,2,74.6657,73.9376,0.784178,1.96727,-0.419492,0.308622,0.00122057,0.032727
74.3876,74.3876,0.785398,2,74.563,74.4319,0.784243,1.90604,-0.175352,-0.0442252,0.00115506,0.0939614
74.5291,74.5291,0.785398,2,74.386,74.6982,0.784276,1.82326,0.143055,-0.169151,0.00112255,0.176742
74.6705,74.6705,0.785398,2,74.9356,74.8558,0.784277,1.99858,-0.265123,-0.1853,0.00112111,0.00142387
74.8119,74.8119,0.785398,2,75.0977,75.2226,0.784101,2.0417,-0.285754,-0.410733,0.00129707,-0.0416992
74.9533,74.9533,0.785398,2,75.2018,75.303,0.784221,2.01218,-0.248503,-0.349687,0.00117737,-0.0121812
75.0947,75.0947,0.785398,2,74.9696,75.1965,0.784291,1.79437,0.125141,-0.101736,0.00110733,0.205634
75.2362,75.2362,0.785398,2,75.1479,75.0883,0.784348,1.58033,0.0882532,0.1479,0.00105027,0.41967
75.3776,75.3776,0.785398,2,74.8207,75.2472,0.784391,1.30164,0.556886,0.130411,0.00100698,0.698359
75.519,75.519,0.785398,2,75.1234,75.5396,0.78426,1.36457,0.395609,-0.0206321,0.00113837,0.635428
75.6604,75.6604,0.785398,2,75.723,75.4756,0.784145,1.52875,-0.0625976,0.184868,0.00125333,0.471252
75.8018,75.8018,0.785398,2,76.2068,75.6842,0.784237,1.64343,-0.404959,0.117688,0.00116073,0.356565
75.9433,75.9433,0.785398,2,76.1201,76.2342,0.78416,1.58932,-0.176785,-0.290937,0.00123779,0.410676
76.0847,76.0847,0.785398,2,76.4411,76.089,0.78409,1.61357,-0.356403,-0.0042791,0.00130828,0.386431
76.2261,76.2261,0.785398,2,76.6842,76.4801,0.784395,1.71094,-0.458063,-0.253988,0.00100289,0.289064
76.3675,76.3675,0.785398,2,77.2069,76.7635,0.784516,1.55362,-0.839393,-0.396011,0.000881765,0.446385
76.509,76.509,0.785398,2,77.1205,77.2636,0.784529,1.34922,-0.611513,-0.754616,0.000869058,0.650785
76.6504,76.6504,0.785398,2,77.3283,76.7811,0.784482,0.404843,-0.677963,-0.130746,0.000915739,1.59516
76.7918,76.7918,0.785398,2,77.1163,76.7698,0.78448,0.262866,-0.324498,0.0220363,0.00091783,1.73713
76.9332,76.9332,0.785398,2,76.9721,76.5242,0.784262,0.0229782,-0.0388423,0.408998,0.00113608,1.97702
77.0746,77.0746,0.785398,2,77.5367,76.681,0.784317,-0.0184607,-0.462049,0.393638,0.00108103,2.01846
77.2161,77.2161,0.785398,2,77.526,77.6965,0.784215,0.797269,-0.309946,-0.480485,0.00118327,1.20273
77.3575,77.3575,0.785398,2,77.416,77.98,0.784126,1.18088,-0.0585237,-0.622513,0.00127167,0.819119
77.4989,77.4989,0.785398,2,77.6304,77.8725,0.784144,1.19236,-0.131519,-0.373562,0.00125458,0.807639
77.6403,77.6403,0.785398,2,77.6155,77.509,0.784171,1.02711,0.024851,0.131283,0.00122712,0.972889
77.7817,77.7817,0.785398,2,76.909,77.6658,0.784124,0.935552,0.872748,0.115986,0.00127397,1.06445
77.9232,77.9232,0.785398,2,77.2453,78.3739,0.784226,1.11395,0.677851,-0.450692,0.00117259,0.886051
78.0646,78.0646,0.785398,2,77.2617,77.8168,0.784124,0.991904,0.802933,0.247781,0.00127442,1.0081
78.206,78.206,0.785398,2,77.7303,77.8127,0.784141,0.799668,0.475691,0.393326,0.00125694,1.20033
78.3474,78.3474,0.785398,2,78.1118,77.538,0.784258,0.653295,0.235599,0.809422,0.00114015,1.34671
78.4889,78.4889,0.785398,2,78.4305,77.9254,0.78422,0.672886,0.0583253,0.563494,0.00117779,1.32711
78.6303,78.6303,0.785398,2,78.6505,78.4172,0.784282,0.628451,-0.0202201,0.213046,0.00111611,1.37155
78.7717,78.7717,0.785398,2,78.5705,78.4413,0.784152,0.570553,0.201149,0.330425,0.001246,1.42945
78.9131,78.9131,0.785398,2,78.5664,79.0288,0.784053,0.538537,0.346676,-0.115718,0.00134563,1.46146
79.0545,79.0545,0.785398,2,78.7812,78.8073,0.784071,0.363234,0.273309,0.24725,0.00132713,1.63677
79.196,79.196,0.785398,2,78.5159,79.1212,0.784041,0.571271,0.680053,0.0748002,0.00135748,1.42873
79.3374,79.3374,0.785398,2,78.8857,79.2786,0.784293,0.964736,0.451711,0.058829,0.00110502,1.03526
79.4788,79.4788,0.785398,2,79.2748,79.3723,0.78454,1.5798,0.203958,0.106469,0.000858326,0.420198
79.6202,79.6202,0.785398,2,79.3171,79.8362,0.784892,1.80054,0.303095,-0.215964,0.00050611,0.199457
79.7616,79.7616,0.785398,2,79.4581,80.1788,0.785094,1.97592,0.303559,-0.417202,0.000303886,0.0240811
79.9031,79.9031,0.785398,2,80.0075,80.2933,0.785315,2.14718,-0.104406,-0.390208,8.34906e-05,-0.147177
80.0445,80.0445,0.785398,2,80.1046,80.051,0.785306,2.01704,-0.0600785,-0.00655838,9.25237e-05,-0.0170442
80.1859,80.1859,0.785398,2,80.4242,80.3629,0.785498,2.13167,-0.238245,-0.177032,-9.95367e-05,-0.131666
80.3273,80.3273,0.785398,2,80.501,80.0464,0.785607,1.9581,-0.173702,0.280968,-0.000209295,0.0418996
80.4688,80.4688,0.785398,2,80.6124,80.3226,0.785669,2.03893,-0.14367,0.146169,-0.000271184,-0.0389314
80.6102,80.6102,0.785398,2,81.0312,80.5729,0.785912,2.2036,-0.421014,0.037247,-0.000513931,-0.2036
80.7516,80.7516,0.785398,2,81.3117,80.9969,0.78606,2.43837,-0.560137,-0.245269,-0.000661795,-0.438371
80.893,80.893,0.785398,2,81.3954,81.2938,0.786126,2.54207,-0.502424,-0.40077,-0.000727386,-0.542073
81.0344,81.0344,0.785398,2,81.3343,81.3958,0.786089,2.54542,-0.299891,-0.361345,-0.000690922,-0.545418
81.1759,81.1759,0.785398,2,81.4553,81.8316,0.786281,2.61173,-0.279474,-0.655769,-0.000883093,-0.611729
81.3173,81.3173,0.785398,2,81.3128,81.5778,0.786368,2.5649,0.00444712,-0.260509,-0.000969405,-0.564897
81.4587,81.4587,0.785398,2,81.4288,81.7498,0.786299,2.63478,0.0299383,-0.291085,-0.000900836,-0.634776
81.6001,81.6001,0.785398,2,81.959,81.6354,0.786313,2.85223,-0.358911,-0.0352933,-0.000915122,-0.852229
81.7415,81.7415,0.785398,2,81.424,81.6207,0.786165,2.46371,0.317567,0.120884,-0.000766691,-0.463706
81.883,81.883,0.785398,2,81.5627,81.1768,0.78628,2.5657,0.320279,0.70618,-0.00088199,-0.565698
82.0244,82.0244,0.785398,2,81.7349,81.442,0.786393,2.91589,0.289459,0.58236,-0.000994741,-0.915886
82.1658,82.1658,0.785398,2,81.8773,81.772,0.786606,3.31858,0.288543,0.393826,-0.00120769,-1.31858
82.3072,82.3072,0.785398,2,82.3992,82.7927,0.786786,3.98364,-0.0919395,-0.485462,-0.00138748,-1.98364
82.4487,82.4487,0.785398,2,82.8821,83.0007,0.786765,4.22228,-0.433462,-0.552007,-0.00136661,-2.22228
82.5901,82.5901,0.785398,2,82.7987,82.4431,0.786579,3.58783,-0.208579,0.147015,-0.00118061,-1.58783
82.7315,82.7315,0.785398,2,82.9333,82.3135,0.786425,3.40312,-0.201794,0.417995,-0.00102652,-1.40312
82.8729,82.8729,0.785398,2,82.4205,82.4713,0.786532,3.29673,0.45239,0.401617,-0.0011343,-1.29673
83.0143,83.0143,0.785398,2,82.4001,83.0564,0.78658,3.3535,0.614207,-0.0420777,-0.00118142,-1.3535
83.1558,83.1558,0.785398,2,83.1833,83.2832,0.786684,3.38536,-0.0275666,-0.127478,-0.00128622,-1.38536
83.2972,83.2972,0.785398,2,83.8055,83.9789,0.786558,3.56278,-0.508279,-0.681726,-0.00116015,-1.56278
83.4386,83.4386,0.785398,2,84.207,84.2092,0.786776,3.5363,-0.768423,-0.770556,-0.00137789,-1.5363
83.58,83.58,0.785398,2,84.3322,84.2368,0.786746,3.44768,-0.752155,-0.656762,-0.00134792,-1.44768
83.7214,83.7214,0.785398,2,84.8474,84.4696,0.786797,3.37279,-1.126,-0.748117,-0.00139897,-1.37279
83.8629,83.8629,0.785398,2,85.0885,84.6449,0.78673,3.24949,-1.22566,-0.781996,-0.00133231,-1.24949
84.0043,84.0043,0.785398,2,84.5331,84.9148,0.786555,3.3234,-0.52877,-0.910513,-0.00115702,-1.3234
84.1457,84.1457,0.785398,2,84.6827,84.4978,0.786269,3.32492,-0.537035,-0.352068,-0.000870882,-1.32492
84.2871,84.2871,0.785398,2,84.5742,84.2465,0.78605,3.12738,-0.287068,0.040607,-0.000652257,-1.12738
84.4285,84.4285,0.785398,2,84.4685,84.734,0.786147,3.14041,-0.0399566,-0.305427,-0.000749195,-1.14041
84.57,84.57,0.785398,2,84.1323,85.3582,0.786432,3.11669,0.437687,-0.788202,-0.00103408,-1.11669
84.7114,84.7114,0.785398,2,85.2279,85.233,0.786365,2.89835,-0.516504,-0.521625,-0.000966558,-0.898345
84.8528,84.8528,0.785398,2,85.2026,84.9885,0.786236,2.6982,-0.349815,-0.135707,-0.000837801,-0.698202
84.9942,84.9942,0.785398,2,85.2919,85.2411,0.786473,2.66291,-0.297644,-0.246868,-0.00107478,-0.662906
85.1357,85.1357,0.785398,2,84.942,84.7494,0.786417,2.25091,0.193633,0.386295,-0.00101919,-0.250906
85.2771,85.2771,0.785398,2,85.6528,85.0705,0.786547,2.3416,-0.375682,0.206622,-0.00114836,-0.3416
85.4185,85.4185,0.785398,2,85.7992,85.3465,0.78659,2.3827,-0.38067,0.0720474,-0.00119233,-0.382695
85.5599,85.5599,0.785398,2,85.7328,85.9426,0.786688,2.51649,-0.172895,-0.382686,-0.00128973,-0.516486
85.7013,85.7013,0.785398,2,86.2149,86.0878,0.786768,2.50598,-0.51358,-0.386467,-0.00136956,-0.505978
85.8428,85.8428,0.785398,2,86.0997,86.0934,0.786725,2.20288,-0.256929,-0.250641,-0.00132691,-0.202875
85.9842,85.9842,0.785398,2,85.8448,86.1135,0.786653,1.67462,0.139411,-0.129269,-0.00125531,0.325384
86.1256,86.1256,0.785398,2,85.9629,86.4453,0.786607,1.62146,0.162667,-0.319671,-0.00120926,0.378539
86.267,86.267,0.785398,2,86.3892,86.9568,0.786676,2.08735,-0.122218,-0.689816,-0.0012775,-0.0873538
86.4084,86.4084,0.785398,2,86.7902,87.0982,0.786556,2.14857,-0.381797,-0.689774,-0.00115765,-0.148568
86.5499,86.5499,0.785398,2,86.3558,87.1878,0.786484,1.28595,0.194113,-0.637948,-0.00108582,0.714053
86.6913,86.6913,0.785398,2,87.0128,87.5654,0.786106,1.73761,-0.3215,-0.874062,-0.000708259,0.262387
86.8327,86.8327,0.785398,2,86.7213,87.3595,0.786158,0.683354,0.111369,-0.526769,-0.000759801,1.31665
86.9741,86.9741,0.785398,2,86.4312,87.5715,0.785909,0.0831098,0.542964,-0.597336,-0.000510915,1.91689
87.1156,87.1156,0.785398,2,86.4415,86.9048,0.785763,-0.515495,0.674035,0.210758,-0.000365094,2.51549
87.257,87.257,0.785398,2,86.9487,86.9868,0.785922,-0.253744,0.308301,0.270222,-0.000523796,2.25374
87.3984,87.3984,0.785398,2,87.1366,87.3505,0.785714,-0.0616592,0.261749,0.0478586,-0.000316257,2.06166
87.5398,87.5398,0.785398,2,87.5582,88.0052,0.78598,0.352038,-0.0183882,-0.465417,-0.000581801,1.64796
87.6812,87.6812,0.785398,2,87.6719,88.1651,0.786077,0.38256,0.00935121,-0.483889,-0.000678837,1.61744
87.8227,87.8227,0.785398,2,87.4929,87.9027,0.785963,0.213381,0.329732,-0.0799951,-0.000565211,1.78662
87.9641,87.9641,0.785398,2,87.941,87.8464,0.785984,0.264999,0.023083,0.117673,-0.000585873,1.735
88.1055,88.1055,0.785398,2,88.1499,88.1417,0.786118,0.421705,-0.0443926,-0.0362099,-0.000720329,1.5783
88.2469,88.2469,0.785398,2,87.9521,88.1964,0.786063,0.446639,0.294789,0.0504813,-0.000665166,1.55336
88.3883,88.3883,0.785398,2,88.0509,87.8866,0.786123,0.388157,0.337422,0.501775,-0.000724833,1.61184
88.5298,88.5298,0.785398,2,88.3292,87.9707,0.786179,0.507933,0.200545,0.559022,-0.00078126,1.49207
88.6712,88.6712,0.785398,2,88.6134,88.1053,0.786387,0.621982,0.057773,0.56589,-0.000988916,1.37802
88.8126,88.8126,0.785398,2,87.9858,88.5861,0.786268,0.497938,0.826853,0.22654,-0.000869634,1.50206
88.954,88.954,0.785398,2,88.3807,88.6132,0.786321,0.50961,0.573375,0.340825,-0.00092283,1.49039
89.0955,89.0955,0.785398,2,88.2767,88.899,0.786424,0.486696,0.818776,0.196438,-0.00102633,1.5133
89.2369,89.2369,0.785398,2,89.0682,89.5981,0.786382,0.54645,0.168723,-0.361199,-0.000983723,1.45355
89.3783,89.3783,0.785398,2,88.985,89.4713,0.786466,0.535263,0.393346,-0.093044,-0.00106755,1.46474
89.5197,89.5197,0.785398,2,89.5546,89.5631,0.78655,0.50594,-0.0348636,-0.0433372,-0.00115164,1.49406
89.6611,89.6611,0.785398,2,89.6555,89.5987,0.786764,0.496135,0.00567539,0.0624016,-0.00136586,1.50387
89.8026,89.8026,0.785398,2,89.3134,89.7236,0.786636,0.508076,0.48916,0.0789323,-0.00123765,1.49192
89.944,89.944,0.785398,2,89.755,89.789,0.786672,0.544406,0.18897,0.155031,-0.00127392,1.45559
90.0854,90.0854,0.785398,2,89.8634,89.6005,0.786639,0.472081,0.222048,0.484911,-0.00124086,1.52792
90.2268,90.2268,0.785398,2,90.1627,89.5582,0.786511,0.489205,0.0640841,0.66858,-0.00111259,1.51079
90.3682,90.3682,0.785398,2,90.9129,89.4107,0.786205,0.791338,-0.544674,0.957577,-0.000806718,1.20866
90.5097,90.5097,0.785398,2,90.7743,89.4379,0.786188,0.787303,-0.264611,1.07172,-0.000789863,1.2127
90.6511,90.6511,0.785398,2,90.2781,90.0391,0.786223,0.827667,0.373003,0.612027,-0.000825009,1.17233
90.7925,90.7925,0.785398,2,90.7113,90.6251,0.7858,1.29076,0.0812193,0.167412,-0.000401585,0.709237
90.9339,90.9339,0.785398,2,91.02,90.989,0.785821,1.36565,-0.0861025,-0.0550969,-0.00042279,0.634346
91.0754,91.0754,0.785398,2,91.3077,90.661,0.785638,1.46325,-0.232368,0.414402,-0.000240234,0.536752
91.2168,91.2168,0.785398,2,90.8131,91.2089,0.785807,1.40415,0.403693,0.00784067,-0.000408376,0.595848
91.3582,91.3582,0.785398,2,91.4383,91.6986,0.785709,1.71793,-0.0801223,-0.34045,-0.000310943,0.282073
91.4996,91.4996,0.785398,2,92.2871,91.4694,0.785821,2.40824,-0.787449,0.0302234,-0.000422733,-0.408238
91.641,91.641,0.785398,2,92.59,91.6226,0.785606,2.65382,-0.948987,0.0184523,-0.000207661,-0.653818
91.7825,91.7825,0.785398,2,92.1817,92.089,0.785597,2.45775,-0.399253,-0.306567,-0.000198405,-0.457747
91.9239,91.9239,0.785398,2,91.6632,92.1142,0.785447,1.39378,0.260727,-0.190269,-4.92904e-05,0.606224
92.0653,92.0653,0.785398,2,91.8264,91.8828,0.785408,1.28392,0.238949,0.182552,-1.02656e-05,0.716084
92.2067,92.2067,0.785398,2,92.0348,92.1495,0.785135,1.3577,0.17189,0.0571856,0.000263115,0.642304
92.3481,92.3481,0.785398,2,91.6828,92.2302,0.785313,1.16051,0.665299,0.117921,8.50651e-05,0.839491
92.4896,92.4896,0.785398,2,91.8517,92.4805,0.785165,1.21664,0.637879,0.00910123,0.000232693,0.783357
92.631,92.631,0.785398,2,92.5665,92.8222,0.784981,1.3832,0.0644485,-0.191254,0.000416945,0.616796
92.7724,92.7724,0.785398,2,93.0023,92.9926,0.784782,1.5336,-0.229931,-0.220205,0.000616198,0.466403
92.9138,92.9138,0.785398,2,92.9125,92.8574,0.784423,1.61437,0.00131525,0.0564468,0.000974914,0.385633
93.0553,93.0553,0.785398,2,92.6366,92.6753,0.784409,1.5171,0.4187,0.379948,0.000989502,0.482904
93.1967,93.1967,0.785398,2,93.0739,93.13,0.784177,1.69209,0.122805,0.0666277,0.00122106,0.307909
93.3381,93.3381,0.785398,2,92.7968,93.3145,0.784119,1.70025,0.541267,0.0236052,0.00127961,0.299747
93.4795,93.4795,0.785398,2,93.4183,93.5133,0.784004,1.76947,0.0612507,-0.0337362,0.00139424,0.230529
93.6209,93.6209,0.785398,2,93.5655,93.0102,0.783881,1.80729,0.0554452,0.610768,0.00151755,0.192706
93.7624,93.7624,0.785398,2,93.4595,93.1191,0.783882,1.85661,0.302876,0.643271,0.00151629,0.143392
93.9038,93.9038,0.785398,2,94.1509,93.465,0.783983,2.17977,-0.247146,0.438746,0.00141494,-0.179766
94.0452,94.0452,0.785398,2,94.5839,93.9856,0.783977,1.74909,-0.538716,0.0596347,0.00142146,0.25091
94.1866,94.1866,0.785398,2,94.6749,94.0391,0.784072,1.61317,-0.488239,0.14756,0.00132627,0.386833
94.328,94.328,0.785398,2,94.22,94.4805,0.784144,1.55074,0.108002,-0.152496,0.00125458,0.449255
94.4695,94.4695,0.785398,2,94.5337,95.0801,0.784112,1.61008,-0.0641982,-0.610665,0.00128568,0.389918
94.6109,94.6109,0.785398,2,94.1196,94.6342,0.784555,1.02231,0.491337,-0.023307,0.000843309,0.977686
94.7523,94.7523,0.785398,2,94.2651,94.3814,0.784519,0.820174,0.487236,0.370918,0.000879478,1.17983
94.8937,94.8937,0.785398,2,95.1375,94.8858,0.784497,1.52016,-0.243733,0.00791856,0.000900901,0.479839
95.0352,95.0352,0.785398,2,95.2627,94.6097,0.784666,1.24337,-0.227574,0.425482,0.000731742,0.756628
95.1766,95.1766,0.785398,2,95.785,95.448,0.784522,2.39586,-0.6084,-0.271429,0.000876125,-0.395864
95.318,95.318,0.785398,2,95.714,96.2249,0.784628,2.94948,-0.395964,-0.906927,0.000770267,-0.949477
95.4594,95.4594,0.785398,2,95.7063,96.293,0.784754,2.91802,-0.246933,-0.833613,0.000644631,-0.918015
95.6008,95.6008,0.785398,2,96.054,96.4428,0.784601,3.03523,-0.453212,-0.841943,0.000797152,-1.03523
95.7423,95.7423,0.785398,2,96.3095,96.2317,0.784779,3.01177,-0.567265,-0.489439,0.000618671,-1.01177
95.8837,95.8837,0.785398,2,96.3092,96.3318,0.784727,3.03829,-0.425553,-0.448111,0.000671462,-1.03829
96.0251,96.0251,0.785398,2,96.2666,96.9987,0.784999,3.09838,-0.24147,-0.973594,0.000398729,-1.09838
96.1665,96.1665,0.785398,2,96.2581,96.2205,0.784995,2.89463,-0.0915349,-0.0539938,0.000403605,-0.894626
96.3079,96.3079,0.785398,2,96.0786,97.0153,0.785219,3.07391,0.229332,-0.707369,0.00017945,-1.07391
96.4494,96.4494,0.785398,2,96.2004,96.8573,0.785169,2.98427,0.248923,-0.407894,0.000229196,-0.984265
96.5908,96.5908,0.785398,2,96.5683,97.4041,0.785183,3.29937,0.0224544,-0.813272,0.000214829,-1.29937
96.7322,96.7322,0.785398,2,96.1734,97.1714,0.785241,2.73342,0.558796,-0.439213,0.000156839,-0.73342
96.8736,96.8736,0.745398,2.2,96.0417,96.3386,0.744683,1.96933,0.831941,0.535037,0.000715113,0.230667
97.0353,97.0228,0.701398,2.4,96.696,96.3976,0.700924,2.32148,0.339261,0.625269,0.000474344,0.0785225
97.2186,97.1777,0.653398,2.6,97.3945,97.4089,0.653727,2.93235,-0.175915,-0.231221,-0.000328418,-0.332354
97.4251,97.3358,0.601398,2.8,97.4313,97.2013,0.602015,2.63061,-0.00626371,0.134432,-0.00061721,0.169386
97.656,97.4942,0.545398,3,98.0139,97.1272,0.546364,2.57469,-0.357925,0.366956,-0.000965547,0.425307
97.9124,97.6498,0.485398,3.2,98.6225,97.5418,0.486549,2.63804,-0.710038,0.108046,-0.00115085,0.56196
98.1955,97.7991,0.421398,3.38,98.7019,97.0004,0.42196,2.39492,-0.506411,0.798732,-0.000561956,0.985078
98.5039,97.9374,0.353798,3.542,98.8695,97.1317,0.354368,2.37343,-0.3656,0.805698,-0.000569352,1.16857
98.8362,98.0601,0.282958,3.6878,98.9336,97.2241,0.283655,2.43005,-0.0974533,0.836029,-0.000696629,1.25775
99.1903,98.1631,0.209202,3.81902,99.8579,97.8023,0.210207,2.62733,-0.667622,0.360762,-0.00100481,1.19169
99.5638,98.2424,0.132822,3.93712,100.507,97.717,0.13401,2.61553,-0.943557,0.525319,-0.00118867,1.32159
99.9541,98.2945,0.0540794,4.04341,100.243,98.2324,0.0553998,2.37756,-0.289285,0.0621398,-0.00132039,1.66585
100.358,98.3164,-0.0267887,4.13907,100.089,97.7833,-0.025185,2.23499,0.26914,0.533049,-0.00160372,1.90408
100.772,98.3053,-0.10957,4.22516,100.463,97.8442,-0.107749,2.17438,0.308315,0.461084,-0.00182075,2.05078
101.192,98.2591,-0.194073,4.30264,100.413,98.2907,-0.192155,2.07524,0.778511,-0.0315837,-0.00191854,2.22741
101.614,98.1761,-0.280126,4.37238,101.376,98.5007,-0.278342,2.1941,0.237648,-0.324632,-0.00178426,2.17827
102.034,98.0552,-0.367574,4.43514,102.264,98.5452,-0.365942,2.32506,-0.230122,-0.490002,-0.00163202,2.11009
102.448,97.8958,-0.456276,4.49163,102.71,98.5097,-0.45455,2.43392,-0.26204,-0.613846,-0.00172692,2.0577
102.851,97.6979,-0.546109,4.54246,102.621,98.3187,-0.544197,2.32048,0.230277,-0.620772,-0.00191221,2.22198
103.239,97.462,-0.636958,4.58822,103.172,97.896,-0.635043,2.37642,0.0676151,-0.434013,-0.00191563,2.21179
103.608,97.1891,-0.728723,4.6294,103.944,97.5445,-0.726524,2.56691,-0.336294,-0.355432,-0.0021986,2.06249
103.953,96.8808,-0.821311,4.66646,104.29,97.6383,-0.819135,2.58521,-0.336884,-0.757482,-0.00217547,2.08124
104.271,96.5392,-0.911089,4.69981,103.936,97.125,-0.909042,2.505,0.335241,-0.585799,-0.00204715,2.19481
104.559,96.1679,-0.991155,4.72983,103.654,96.6783,-0.989127,2.41414,0.905503,-0.510398,-0.00202712,2.31569
104.818,95.7721,-1.06244,4.75685,103.569,96.3259,-1.06031,2.41102,1.24952,-0.553804,-0.00213182,2.34582
105.05,95.3566,-1.12582,4.78116,103.895,95.8038,-1.12392,2.56059,1.15496,-0.447238,-0.00190393,2.22057
105.256,94.9251,-1.1821,4.80305,104.542,95.2537,-1.18031,2.84337,0.7136,-0.328626,-0.00179053,1.95967
105.438,94.4806,-1.23201,4.82274,104.807,94.9202,-1.23032,2.86753,0.631251,-0.439627,-0.00169018,1.95521
105.598,94.0257,-1.27623,4.84047,105.043,94.4088,-1.27462,2.91069,0.555239,-0.383052,-0.00160597,1.92977
